Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
001012747,Actual,SECO,09364803,Gray Cast Irons,class 20,Wet,None,Warner & Swasey 3 SC,CNMG433 M3,TK2000,999.0,0.0035,0.18,5.0,35.93720871,1.0,2500,80.,8.85,4,431.24650452
001012746,Current,"ISCAR METALS, INC.",,Gray Cast Irons,class 20,Wet,None,Warner & Swasey 3 SC,CNMA432,IC5005,999.0,0.00035,0.18,1.0,71.874417424,1.0,2500,80.,6.58,4,4312.46504544
001012746,Actual,,,,,,,,,,,,,,,,,,,,
001012726,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,GIP 3.00-0.00,IC570,500.0,0.002,0.125,1000.0,15.445026,300,1000000,60,16.50,2,0.92670156
001012726,Actual,"ISCAR METALS, INC.",80136492,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,PENTA24N300Z020,IC908,600.0,0.007,0.125,3500.0,12.8708545,300,1000000,60,30.52,5,0.22064322
001012724,Current,SUMITOMO ELECTRIC CARBIDE INC,,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,WPMT 040202N-SJ,T1200A,500.0,0.003,0.1,200.0,43.6300172,300,1000000,60,9.50,3,13.08900516
001012724,Actual,"ISCAR METALS, INC.",83787382,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,PENTA 24N300J150,IC908,750.0,0.025,0.08,5000.0,43.63001500000001,300,1000000,60,34.36,3,0.52356018
001012720,Current,CIRCLE MACHINE COMPANY,,Austenitic Stainless Steels,303,Wet,None,Lathe,BBS-4004,uncoated,325.0,0.0025,0.01,28.0,56.293193712,60,20000,65,22.74,1,120.62827224
001012720,Actual,METAL REMOVAL COMPANY,82295155,Austenitic Stainless Steels,303,Wet,None,Lathe,.120,TICN,325.0,0.0025,0.01,36.0,72.37696334399999,60,20000,65,25.00,1,120.62827224
001012712,Current,"ISCAR METALS, INC.",,Austenitic Stainless Steels,316,Wet,None,Mazak,Iscar Grooving,coated,200.0,0.001,0.5,2.0,94.240837696,60,200,100,14,1,2827.22513088
001012712,Actual,SECO,62114939,Austenitic Stainless Steels,316,Wet,None,Mazak,LCMF,TGP25,290.0,0.003,0.5,5.0,54.161400969999995,60,200,100,19,1,649.93681164
001012687,Current,STELLRAM,,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,Heavy,special,spg421,n40,1600.0,0.001,1.0,10.0,4.90837696,600,10000,65,10,4,29.45026176
001012687,Actual,INTERSTATE,04054136,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,Heavy,special,spg421,I66,1000.0,0.002,1.0,20.0,7.85340314,600,10000,65,4.25,4,23.56020942
001012686,Current,KENNAMETAL,,Gray Cast Irons,class 20,Wet,None,mori,tpu322,kc9315,600.0,0.006,0.08,6.0,125.65445025599999,120,300,65,11.19,3,1256.54450256
001012686,Actual,SECO,09293382,Gray Cast Irons,class 20,Wet,None,mori,tpu321,tk2000,750.0,0.008,0.08,12.0,150.785340312,120,300,65,11.00,3,753.92670156
001012679,Current,KENNAMETAL,,"Nickel-Base, Heat Resistant Alloys",Inconel 625,Wet,None,hass,ng3062lk,kc730,100.0,0.003,0.05,6.0,2.356020936,240,1000,27.5,21.48,2,23.56020936
001012679,Actual,HERTEL,69019644,"Nickel-Base, Heat Resistant Alloys",Inconel 625,Wet,None,hass,IG3062LK,HC225,100.0,0.003,0.05,7.0,2.7486910920000005,240,1000,27.5,13.89,2,23.56020936
001012650,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",52100,Dry,None,CNC LATHE,VNGA332T0420,BNX20,140.0,0.01,0.015,2.0,38773.37328156,360,100,65,63.00,2,1163201.1984468
001012650,Actual,KENNAMETAL,05563549,"Med-High Plain-Carbon,Alloy, Tool Steels",52100,Dry,None,CNC LATHE,VNGA332T0420,KB5625,140.0,0.01,0.015,100.0,1938668.664078,360,100,65,98,2,1163201.1984468
001012647,Current,SANDVIK HARD MATERIALS,,Low-Carbon Steels,1026,Wet,None,mori lathe,cpmt 1.18.51,9020,400.0,0.002,0.03,2.0,282.722513268,60,800,60,10.50,2,8481.67539804
001012647,Actual,HERTEL,05694120,Low-Carbon Steels,1026,Wet,None,mori lathe,cpmt 1815lf,hc210,600.0,0.003,0.03,20.0,1256.54450256,60,800,60,10.50,2,3769.63350768
001012637,Current,MITSUBISHI MATERIALS U.S.A. CO,,Low-Carbon Steels,1018,Wet,Light,Lathe,CNMG432MH,U6020,745.0,0.0087,0.04,300.0,38.155313400000004,180,120000,65.00,7.33,4,7.63106268
001012637,Actual,SECO,84390095,Low-Carbon Steels,1018,Wet,Light,Lathe,CNMG432M3,TP2500,745.0,0.0088,0.04,400.0,50.295640399999996,180,120000,65.00,8.50,4,7.54434606
001012630,Current,"ISCAR METALS, INC.",,Gray Cast Irons,class 60,Dry,Light,MANUEL LATHE,CNMG432,IC908,800.0,0.012,0.15,46.0,158.049738204,360,5000,65,13.86,4,206.15183244
001012630,Actual,TUNGALOY,01684653,Gray Cast Irons,class 60,Dry,Light,MANUEL LATHE,CNMA432,T5125,900.0,0.012,0.15,60.0,183.24607332,360,5000,65,12.21,4,183.24607332
001012628,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",52100,Dry,None,CNC LATHE,VNGA332T0420,KB5625,140.0,0.01,0.015,2.0,38773.37328156,360,100,65,63.00,2,1163201.1984468
001012628,Actual,TUNGALOY,01683804,"Med-High Plain-Carbon,Alloy, Tool Steels",52100,Dry,None,CNC LATHE,VNGA332,BX360,140.0,0.01,0.015,2.0,38773.37328156,360,100,65,42.38,2,1163201.1984468
001012602,Current,KENNAMETAL,,Aluminum,6061-T6,Wet,None,75,RCGT 1204 MO,k313,7200.0,0.042,0.2,60.0,81.19857888,300,375000,65.00,5.81,2,81.19857888
001012602,Actual,KENNAMETAL,02568863,Aluminum,6061-T6,Wet,None,75,RCGT 1204 MO,K313,7200.0,0.042,0.2,400.0,541.3238592,300,375000,65.00,9.94,2,81.19857888
001012578,Current,INGERSOLL CUTTING TOOL COMPANY,,Austenitic Stainless Steels,316,Wet,Light,Okuma Lathe,CNMG432-MP,TT9235,300.0,0.008,0.2,2.0,13.961605584,180,300,75.00,9.73,4,418.84816752
001012578,Actual,WALTER-WAUKESHA,71747240,Austenitic Stainless Steels,316,Wet,Light,Okuma Lathe,CNMG432-NR4,WSM30,350.0,0.01,0.2,4.0,19.1473448,180,300,75.00,9.73,4,287.210172
001012575,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",1090,Wet,None,CNC Lathe,SNMG434-MN,KC9125,550.0,0.018,0.125,20.0,19.10465914,180,50000,65.00,9.03,8,57.31397742
001012575,Actual,SECO,72492218,"Med-High Plain-Carbon,Alloy, Tool Steels",1090,Wet,None,CNC Lathe,SNMG434-M5,TP1500,550.0,0.018,0.125,30.0,28.65698871,180,50000,65.00,8.96,8,57.31397742
001012569,Current,WALTER-WAUKESHA,,"Nickel-Base, Heat Resistant Alloys",Incoloy 901,Wet,None,CNC Lathe,DCMT 32.51,WSM 20,125.0,0.012,0.055,1.0,24.083769636,60,750,100,11.75,2,1445.02617816
001012569,Actual,SECO,72493091,"Nickel-Base, Heat Resistant Alloys",Incoloy 901,Wet,None,CNC Lathe,DCMT 32.52 F2,TS2000,270.0,0.012,0.055,3.0,33.449680050000005,60,750,100,11.75,2,668.993601
001012562,Current,VALENITE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Heavy,Lathe,CCMT32.51 PM3,VP5625,250.0,0.007,0.05,1.0,3.73971578,60,1000,85.00,13.94,2,224.3829468
001012562,Actual,SECO,36762946,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Dry,Heavy,Lathe,CCMT 32.52-F1,TH1000,150.0,0.011,0.05,40.0,158.6546088,60,1000,85.00,13.69,2,237.9819132
001012561,Current,MITSUBISHI MATERIALS U.S.A. CO,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Daewoo cnc lathe,Vnmg332ma,UE6035,325.0,0.01,0.18,20.0,135.32017716000001,60,50,75.00,18.81,4,405.96053148
001012561,Actual,SECO,45681996,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Daewoo cnc lathe,vnmg332m3,tp3500,325.0,0.01,0.18,1.0,6.766008858,60,50,75.00,27.18,4,405.96053148
001012557,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,Lathe,cnmg 432-pm,4215,550.0,0.012,0.094,38.0,48.231000984,60,1500,85.00,13.84,4,76.15421208
001012557,Actual,SECO,08212425,"Med-High Plain-Carbon,Alloy, Tool Steels",4130,Wet,None,Lathe,cnmg 432-m5,tp 1500,1210.0,0.016,0.094,64.0,27.692440576000003,60,1500,85.00,14.08,4,25.96166304
001012546,Current,KORLOY,,Low-Carbon Steels,A38,Dry,Light,Bullard VTL,SNMG543,NC3030,220.0,0.012,0.8,1.0,5.05711566,180,200,70.00,14.80,8,303.4269396
001012546,Actual,HERTEL,84285741,Low-Carbon Steels,A38,Dry,Light,Bullard VTL,SNMG543 M1,HC335,220.0,0.012,0.8,4.0,20.22846264,180,200,70.00,16.40,8,303.4269396
001012545,Current,STELLRAM,,Gray Cast Irons,class 30,Wet,Light,bullard,cnma 648,sc1519,800.0,0.016,0.25,64.0,11.452879552,300,127500,65.,6.,64,10.73707458
001012545,Actual,SECO,70782990,Gray Cast Irons,class 30,Wet,Light,bullard,cnma 648,tk2001,800.0,0.016,0.25,148.0,26.484783964000002,300,127500,65.,16.34,64,10.73707458
001012544,Current,STELLRAM,,Gray Cast Irons,class 30,Wet,Light,bullard,cnma648,sc1519,800.0,0.016,0.125,64.0,49.738219840000006,300,182000,65.,6.,4,46.6295811
001012544,Actual,SECO,70782990,Gray Cast Irons,class 30,Wet,Light,bullard,cnma 648,tk2001,800.0,0.016,0.125,268.0,208.27879558000004,300,182000,65.,16.34,4,46.6295811
001012535,Current,MITSUBISHI MATERIALS U.S.A. CO,,Low-Carbon Steels,1026,Wet,Heavy,CNC Lathe,CNMG433 MA,6150,550.0,0.014,0.3,100.0,193.36030460000003,120,8500,100.00,6.30,4,116.01618276
001012535,Actual,HERTEL,91789115,Low-Carbon Steels,1026,Wet,Heavy,CNC Lathe,CNMG433 R,HC335,600.0,0.014,0.3,125.0,221.55868225,120,8500,100.00,5.86,4,106.34816748
001012529,Current,SUMITOMO ELECTRIC CARBIDE INC,,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,None,CNC LATHE,VNGA332,BNX20,140.0,0.01,0.08,0.2,3877.3373281560002,360,100,65,98.37,2,1163201.1984468
001012529,Actual,KENNAMETAL,02642908,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,None,CNC LATHE,VNGA332,KB5625,140.0,0.01,0.08,0.2,3877.3373281560002,360,100,65,87.33,2,1163201.1984468
001012526,Current,WALTER-WAUKESHA,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Light,Okuma 25,RCMT120400 PM5,WAK 20,600.0,0.015,0.05,0.5,7.853403141,90,2250,72.50,13.44,8,942.40837692
001012526,Actual,KENNAMETAL,41874868,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Light,Okuma 25,RCMT43MP,KCS10,600.0,0.015,0.05,1.0,15.706806282,90,2250,72.50,14.64,8,942.40837692
001012524,Current,KENNAMETAL,,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmg431,kc7310,300.0,0.0015,0.06,1.0,14.397905759999999,120,350,65,12.37,4,863.8743456
001012524,Actual,KENNAMETAL,62289640,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmp431,kc850,300.0,0.003,0.06,11.0,79.18848168,120,350,65,10.25,4,431.9371728
001012523,Current,KENNAMETAL,,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmg431,kc7310,300.0,0.0015,0.06,1.0,26.17801047,120,350,65,12.37,4,1570.6806282
001012523,Actual,KENNAMETAL,62289640,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmp431,kc850,300.0,0.003,0.06,11.0,143.979057585,120,350,65,10.25,4,785.3403141
001012522,Current,KENNAMETAL,,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmg431,kc7310,300.0,0.0015,0.06,1.0,29.668411884,120,350,65,12.37,4,1780.10471304
001012522,Actual,KENNAMETAL,62289640,Low-Carbon Steels,A-513 T5 Steel Tubing,Wet,None,cnc lathe,cnmp431,kc850,300.0,0.003,0.06,11.0,163.176265362,120,350,65,10.25,4,890.05235652
001012521,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma 25,R151.2-400-05-5E,1125,300.0,0.002,1.0,500.0,218.150087,90,10000,80,8.97,1,26.17801044
001012521,Actual,"ISCAR METALS, INC.",80779275,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,Okuma 25,TAG N3C,IC 808,300.0,0.0025,1.0,575.0,200.698079925,90,10000,80,10.19,1,20.94240834
001012513,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,Okuma,VNMS 332F,KD 100,400.0,0.005,0.05,10.0,5.23560209,300,200,75.00,100.86,1,31.41361254
001012513,Actual,SUMITOMO ELECTRIC CARBIDE INC,02254001,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,Okuma,NF VNMX 332,DA 2200,500.0,0.006,0.05,20.0,6.98080278,300,200,75.00,50.76,1,20.94240834
001012510,Current,KENNAMETAL,,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,Okuma,CPGN 32.52FST,KD 1425,400.0,0.005,0.025,10.0,7.85340314,300,100,75.00,70.63,1,47.12041884
001012510,Actual,SUMITOMO ELECTRIC CARBIDE INC,07219009,"Med-High Plain-Carbon,Alloy, Tool Steels",D2,Dry,None,Okuma,NF CCMX 32.52,DA 2200,400.0,0.006,0.025,12.0,9.424083768000001,300,100,75.00,38.25,1,47.12041884
001012504,Current,STELLRAM,,Gray Cast Irons,class 30,Wet,Light,bullard,cnma648,sc1519,800.0,0.016,0.25,68.0,13.211714628000001,300,127500,65.,6.00,4,11.65739526
001012504,Actual,SECO,70782990,Gray Cast Irons,class 30,Wet,Light,bullard,cnma 648,tk2001,800.0,0.016,0.25,264.0,51.292539144,300,127500,65.,16.34,4,11.65739526
001012494,Current,KENNAMETAL,,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,lathe,vbmt331lf,kt315,1000.0,0.003,0.01,30.0,18.6799869,180,8000,65,18.14,2,37.3599738
001012494,Actual,KENNAMETAL,76371426,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,lathe,vbmt331fp,kcu10,1000.0,0.003,0.01,90.0,56.0399607,180,8000,65,21.33,2,37.3599738
001012489,Current,VALENITE INC,,Low-Carbon Steels,1020,Wet,None,Dorries Scharmann,VSG7.92N60 PG,VP5735,410.0,0.006,0.315,1.0,65.12578245,180,30,90,19.22,1,3907.546947
001012489,Actual,"ISCAR METALS, INC.",71322788,Low-Carbon Steels,1020,Wet,None,Dorries Scharmann,GIMY 808,IC 808,425.0,0.01,0.315,1.0,33.5078534,180,30,90,13.73,1,2010.471204
001012475,Current,BOTEK USA INC,,Gray Cast Irons,class 20,Dry,Light,LebLOND,1,C5,150.0,2.5,0.125,1.0,0.10471204099999999,600,1000,65,10.00,1,6.28272246
001012475,Actual,TOOLMEX CORP,08609885,Gray Cast Irons,class 20,Dry,Light,LebLOND,1,C5,250.0,5.0,0.125,1200.0,37.6963344,15,1000,65,"10,00",1,1.88481672
001012473,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Heavy,FORTUNE V-TURN,CNMG543 PR,4215,575.0,0.012,0.1,5.0,28.280147385000003,60,1200,75.00,15.00,4,339.36176862
001012473,Actual,KENNAMETAL,65858540,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Heavy,FORTUNE V-TURN,CNMG544 RN,KCP10,600.0,0.015,0.125,10.0,28.9085951,60,1200,75.00,16.90,4,173.4515706
001012469,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,MANUEL LATHE,GTN-3,IC08,340.0,0.004,0.118,50.0,43.309208500000004,360,5000,65,10.92,1,51.9710502
001012469,Actual,KENNAMETAL,08443871,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,None,MANUEL LATHE,A2030N00CR02,KU25T,340.0,0.004,0.118,100.0,86.61841700000001,360,5000,65,11.32,1,51.9710502
001012467,Current,SANDVIK HARD MATERIALS,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,CNC Lathe,WNMG432-MM,1105,550.0,0.008,0.1,40.0,5.354593039999999,180,15000,75.00,13.45,6,8.03188956
001012467,Actual,KENNAMETAL,93826543,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,CNC Lathe,WNMG432-MP,KCM15,600.0,0.009,0.1,40.0,4.36300168,180,15000,75.00,10.89,6,6.54450252
001012465,Current,SANDVIK HARD MATERIALS,,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Heavy,FORTUNE V -TURN,CNMG543 PR,4215,550.0,0.012,0.1,3.0,17.706568299,60,1200,75.00,15.00,4,354.13136598
001012465,Actual,KENNAMETAL,65854077,"Med-High Plain-Carbon,Alloy, Tool Steels",4140,Wet,Heavy,FORTUNE V -TURN,CNMG544 RP,KCP10,600.0,0.015,0.125,7.0,24.238324594399998,60,1200,75.00,16.90,4,207.757067952
001012464,Current,TUNGALOY,,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,Haas 14X20CNC,DNMD432-CM,T5115,250.0,0.007,0.062,4.0,16.753926736,120,1200,120,9.50,4,251.30890104
001012464,Actual,TUNGALOY,70683503,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,None,Haas 14X20CNC,DNMG432,T5115 CI,800.0,0.007,0.062,4.0,5.235602096,120,1200,120,9.50,4,78.53403144
001012455,Current,VALENITE INC,,Gray Cast Irons,class 20,Wet,None,CNC Lathe,16 ER AG 60,VC929,400.0,0.1,0.065,250.0,36.812826,600,800000,35,15.50,3,8.83507824
001012455,Actual,CARMEX PRECISION TOOLS LTD,81756710,Gray Cast Irons,class 20,Wet,None,CNC Lathe,16 ER AG60,BMA,600.0,0.1,0.065,550.0,53.9921448,600,800000,35,14.45,3,5.89005216
001012454,Current,VALENITE INC,,Aluminum,6061-T6,Wet,None,CNC Lathe,16 IR AG 60,VC929,600.0,0.1,0.059,400.0,39.2670144,600,1000000,35,15.50,3,5.89005216
001012454,Actual,CARMEX PRECISION TOOLS LTD,81756827,Aluminum,6061-T6,Wet,None,CNC Lathe,16 IR AG60,BMA,800.0,0.1,0.059,650.0,47.8566738,600,1000000,35,14.45,3,4.41753912
001012453,Current,VALENITE INC,,Aluminum,6061-T6,Wet,None,CNC Lathe,16 IR 14 UN,VC929,600.0,0.0714,0.047,400.0,65.994984,600,1000000,35,15.50,3,9.8992476
001012453,Actual,CARMEX PRECISION TOOLS LTD,81756744,Aluminum,6061-T6,Wet,None,CNC Lathe,16 ER 14 UN,BMA,850.0,0.0714,0.047,650.0,75.70012320000001,600,1000000,35,14.45,3,6.98770368
001012452,Current,VALENITE INC,,Gray Cast Irons,class 20,Wet,None,CNC Lathe,16 IR 14 UN,VC929,400.0,0.0714,0.042,150.0,37.1221776,600,800000,35,15.50,3,14.84887104
001012452,Actual,CARMEX PRECISION TOOLS LTD,81756876,Gray Cast Irons,class 20,Wet,None,CNC Lathe,16 IR 14 UN,BMA,500.0,0.0714,0.042,550.0,108.8917236,600,800000,35,14.45,3,11.87909712
001012451,Current,VALENITE INC,,Aluminum,6061-T6,Wet,None,CNC Lathe,16 ER 16 UN,VC929,600.0,0.0625,0.037,350.0,45.8115175,600,1000000,35,15.50,3,7.853403
001012451,Actual,CARMEX PRECISION TOOLS LTD,81756751,Aluminum,6061-T6,Wet,None,CNC Lathe,16 ER 16 UN,BMA,800.0,0.0625,0.037,750.0,73.6256475,600,1000000,35,14.45,3,5.8900518
001012447,Current,VALENITE INC,,Misc Non-Ferrous/Non-Metals,Compacted Graphite Iron,Dry,Light,Mori Seiki CNC Lathe,VTG30N,30GG,183.0,0.01,0.125,1100.0,157.3541607,60,400000,45.00,12.36,2,8.58295422
001012447,Actual,KENNAMETAL,65856700,Misc Non-Ferrous/Non-Metals,Compacted Graphite Iron,Dry,Light,Mori Seiki CNC Lathe,VNMA332,KCK030,183.0,0.01,0.125,1500.0,214.5738555,60,400000,45.00,14.25,4,8.58295422
001012443,Current,MITSUBISHI MATERIALS U.S.A. CO,,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,Light,Hardinge T42 SP,WNMG 431 MA,US 7020,260.0,0.01,0.4075,35.0,17.12645991,60,4400,50.00,9.50,6,29.35964556
001012443,Actual,KENNAMETAL,02057958,Ductile (Nodular) & Malleable Cast Irons,A47,Wet,Light,Hardinge T42,WNMG 431 MS,KC5510,450.0,0.0125,0.4075,60.0,13.5706806,60,4400,50.00,14.99,6,13.5706806
001012433,Current,CIRCLE CUTTING TOOLS INC,,Austenitic Stainless Steels,316,Wet,None,Mazak,WPGT2202,CG5,175.0,0.003,0.016,50.0,33.112066799999994,60,2000,120.00,13.37,3,39.73448016
001012433,Actual,HERTEL,74161357,Austenitic Stainless Steels,316,Wet,None,Mazak,WPGT2202,HP520B,250.0,0.0035,0.016,50.0,19.86724005,60,2000,120.00,10.70,3,23.84068806
001012392,Current,KENNAMETAL,,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,mori,dnmp 331k,kc9125,190.0,0.005,0.025,1.0,17.409754752,180,300,60.,13.69,4,1044.58528512
001012392,Actual,KENNAMETAL,08342446,"Ferritic, Martensitic, PH Stainless Steels",15-5 PH,Wet,None,mori,dnmd331fp,kcm15,190.0,0.008,0.025,2.0,21.762193439999997,180,300,60.,11.09,4,652.8658032
001012391,Current,KENNAMETAL,,Gray Cast Irons,class 30,Wet,None,fugi,dcmt 32.52 km,3005,750.0,0.009,0.04,350.0,21.4872987,3,200000,60.,9.96,2,3.68353692
001012391,Actual,KENNAMETAL,76368091,Gray Cast Irons,class 30,Wet,None,fugi,dcmt 32.52 mf,kck15,750.0,0.009,0.04,800.0,49.1138256,3,200000,60.,10.51,2,3.68353692
001012390,Current,MITSUBISHI MATERIALS U.S.A. CO,,Austenitic Stainless Steels,304L,Wet,None,Nexus 200-11,VNMG 432,UC6010,500.0,0.01,0.075,8.0,9.63350784,60,4500,100,16.50,4,72.2513088
001012390,Actual,KENNAMETAL,02057925,Austenitic Stainless Steels,304L,Wet,None,Nexus 200-11,VNMG 432 MS,KC5510,650.0,0.01,0.075,10.0,9.262988320000002,60,4500,100,16.50,4,55.57792992
001012389,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,304L,Wet,None,Nexus 200-11,DNMG 432 MF,2025,450.0,0.012,0.075,2.0,6.689936009999999,60,4500,100,13.60,4,200.6980803
001012389,Actual,SECO,85394963,Austenitic Stainless Steels,304L,Wet,None,Nexus 200-11,DNMG 432 MF4,TM4000,600.0,0.012,0.075,7.0,17.561082021,60,4500,100,13.50,4,150.52356018
001012347,Current,WALTER-WAUKESHA,,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Hass SL30,WNMG 432 NM4,WSM 20,180.0,0.011,0.056,0.2,3.4904013972000003,60,500,100,9.80,6,1047.12041916
001012347,Actual,SECO,72493562,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,Hass SL30,WNMG 432 MF4,TS2000,180.0,0.011,0.056,0.5,8.726003493,60,500,100,9.73,6,1047.12041916
001012340,Current,VARGUS LTD TOOL MANUFACTURERS,,"Nickel-Base, Heat Resistant Alloys",MAR-M200,Wet,None,LATHE PUMA,3ER 10UN,VTX,39.0,0.1,0.065,1.0,1.321486089,120,1200,85.00,13.71,3,79.28916534
001012340,Actual,KENNAMETAL,08443418,"Nickel-Base, Heat Resistant Alloys",MAR-M200,Wet,None,LATHE PUMA,LT16ERAG60K,KU25T,39.0,0.1,0.065,3.0,3.964458267,120,1200,85.00,21.26,3,79.28916534
001012297,Current,"ISCAR METALS, INC.",,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,MORI SEIKI 30HP,VCGT 220-AS,IC20 + DLT ION CTG,162.0,0.001,0.0635,50.0,75.746558,90,8000,80.00,21.62,2,90.8958696
001012297,Actual,"ISCAR METALS, INC.",44902377,"Nickel-Base, Heat Resistant Alloys",Inconel 718,Wet,None,MORI SEIKI 30HP,VCGT 220-AS,IC920,162.0,0.001,0.0635,65.0,98.4705254,90,8000,80.00,15.17,2,90.8958696
001012291,Current,SANDVIK HARD MATERIALS,,Low-Carbon Steels,12L14,Wet,None,CNC Turning Lathe,TLG 4125R,GC 1125,245.0,0.004,0.04,500.0,120.20514899999999,600,500000,50,25.50,2,14.42461788
001012291,Actual,KENNAMETAL,02200079,Low-Carbon Steels,12L14,Wet,None,CNC Turning Lathe,NG4125R,KC5010,275.0,0.004,0.04,580.0,124.22655875999999,600,500000,50,22.26,2,12.85102332
001012268,Current,TUNGALOY,,Low-Carbon Steels,1117,Wet,None,sl-20 lathe,cnmg 432,9125,600.0,0.007,0.08,10.0,157.06806286,60,1200,60,12.60,4,942.40837716
001012268,Actual,"ISCAR METALS, INC.",60894086,Low-Carbon Steels,1117,Wet,None,sl-20 lathe,cnmg 432,ic-907,900.0,0.009,0.08,25.0,203.6067481,60,1200,60,12.50,4,488.65619544
001012263,Current,KENNAMETAL,,Low-Carbon Steels,1108,Wet,Light,okuma lathe,cpmt 1.18.51,kc730,400.0,0.002,0.03,2.0,282.72251327199996,60,2000,60,14.00,2,8481.67539816
001012263,Actual,HERTEL,05694120,Low-Carbon Steels,1108,Wet,Light,okuma lathe,cpmt 1815lf,hc210,400.0,0.002,0.03,2.0,282.72251327199996,60,2000,60,10.00,2,8481.67539816
001012249,Current,"ISCAR METALS, INC.",,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,None,Lathe,630.25.15,M40,250.0,0.006,2.0,15.0,31.413612555,30,575,65,14,1,125.65445022
001012249,Actual,"ISCAR METALS, INC.",60797271,"Med-High Plain-Carbon,Alloy, Tool Steels",A,Dry,None,Lathe,GFN,IC 354,300.0,0.008,2.0,20.0,26.178010439999998,30,575,65,11.75,1,78.53403132
001012241,Current,"ISCAR METALS, INC.",,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,GIP 1.20-0.00,IC354,500.0,0.003,0.45,450.0,17.670156749999997,300,500000,60,19.31,2,2.3560209
001012241,Actual,"ISCAR METALS, INC.",83787465,Low-Carbon Steels,12L14,Wet,None,Swiss Machine,PENTA 24N120J000,IC908,600.0,0.005,0.45,1800.0,35.3403126,300,500000,60,37.64,2,1.17801042
001012235,Current,SANDVIK HARD MATERIALS,,Austenitic Stainless Steels,316,Wet,None,CNC LATHE,WNMG431MR,2025,430.0,0.007,0.25,350.0,114.1483014,360,5000,65,15.35,6,19.56828024
